GOVERNMENT HOSPITALS 
7.920429,124.191007	BALINDONG MUNICIPAL HOSPITAL
12.870461,124.00677	HIBO FRANCISCO HOSPITAL
12.973489,124.006803	SAINTS PETER AND PAUL HOSPITAL
12.978051,123.987628	SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE
11.7010002,122.3776016	AKLAN COOPERATIVE MISSION HOSPITAL
11.7080698,122.3620224	ST. JUDE HOSPITAL
11.7090797,122.3649979	SAINT GABRIEL HOSPITAL
11.9247303,121.9564285	AKLAN BAPTIST HOSPITAL
10.7383204,121.9503937	ANTIQUE MEDICAL CENTER
11.0490904,122.0656204	SANTA ROMANA YSON MEMORIAL HOSPITAL
11.7304096,122.0902481	TUGON MEDICAL CLINIC AND HOSPITAL
12.0655699,121.3869476	SEMIRARA MINING CORPORATION HOSPITAL
11.5760202,122.7518692	CAPIZ EMMANUEL HOSPITAL, INC.
11.5773201,122.7544632	CAPIZ DOCTOR'S HOSPITAL
11.5777702,122.7572479	ST. ANTHONY COLLEGE HOSPITAL
11.5820303,122.7714767	THE HEALTH CENTRUM, INC.
10.6969099,122.5539703	ILOILO DOCTOR'S HOSPITAL, INC.
10.6980801,122.5616913	ST. THERESE-MTC COLLEGE HOSPITAL
10.6995897,122.5426407	THE MEDICAL CITY ILOILO
10.7019396,122.5666733	ST. PAUL'S HOSPITAL
10.7142401,122.5604401	ILOILO MISSION HOSPITAL
10.7146902,122.534523	SEAMEN'S HOSPITAL
11.0430698,122.853241	DON RAMON TUGBANG MEDICAL CENTER
9.6099396,124.2069473	DR. LIM'S CLINIC AND HOSPITAL
9.6141596,124.1992722	LEONA O. LIM MEMORIAL HOSPITAL
9.6266403,123.8847809	ENGLEWOOD HOSPITAL
9.6410599,123.8545914	BORJA FAMILY HOSPITAL CORPORATION
9.6414003,123.8588104	TAGBILARAN MATERNITY AND CHILDREN'S HOSPITAL
9.6426001,123.8582001	TAGBILARAN COMMUNITY HOSPITAL
9.6447001,123.8533936	RAMIRO COMMUNITY HOSPITAL CORP.
9.6501904,123.8503723	BOHOL ST. JUDE GENERAL HOSPITAL
9.6511898,123.8675919	HOLY NAME UNIVERSITY MEDICAL FOUNDATION, INC.
9.6522799,123.8762283	MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES
9.6563797,124.3539734	LIM COMMUNITY HOSPITAL
9.7192802,124.4128571	MTIONG-DODING MEMORIAL HOSPITAL
9.7671003,124.4831009	PAULINA LIM MEMORIAL HOSPITAL
10.0555696,124.4753265	L.G. CUTAMORA COMMUNITY HOSPITAL
9.7634602,123.5349884	JULIO CARDINAL ROSALES MEMORIAL HOSPITAL
9.7638502,123.3849487	REINHARD WIRTGEN MEMORIAL HOSPITAL
9.7639198,123.5338593	DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL
9.8767796,123.5973434	SWU-ARGAO COMMUNITY HOSPITAL
9.8833303,123.6019363	PANTINOPLE MEDICAL CLINIC
10.0199699,123.6147385	DEIPARINE MEDICAL CLINIC
10.10777,123.6385498	BINOYA MEDICAL CLINIC
10.2322702,123.7709122	CEBU SOUTH GENERAL HOSPITAL
10.2556496,123.8119736	BAKING MEDICAL CENTER
10.2617998,123.8369675	SIMBAJON MEDICAL CLINIC
10.2898903,123.9668427	MACTAN DOCTORS HOSPITAL INC
10.2959499,123.8877869	ADVENTIST HOSPITAL
10.30196,123.8949814	SAINT VINCENT GENERAL HOSPITAL
10.3036003,123.8927383	SACRED HEART HOSPITAL
10.3049002,123.9472427	TOJONG INC. MATERNITY AND GENERAL HOSPITAL
10.3064098,123.8948822	VISAYAS COMMUNITY MEDICAL CENTER
10.3076296,123.8963623	CEBU (VELEZ) GENERAL HOSPITAL, INC.
10.3080997,123.8871307	CEBU PUERICULTURE CENTER AND MATERNITY HOUSE, INC.
10.3098898,123.8911667	CHONG HUA HOSPITAL
10.3103104,123.9542465	OUR LADY OF RULE MATERNITY AND GENERAL HOSPITAL
10.3135405,123.6977386	CARMEN COPPER CORPORATION HOSPITAL
10.3142405,123.9298172	CEBU METRO PSYCH FACILITY
10.31427,123.8918686	CEBU DOCTORS' UNIVERSITY HOSPITAL
10.3149796,123.8994675	PERPETUAL SUCCOUR HOSPITAL OF CEBU, INC.
10.3291597,123.9433594	DR. IGNACIO M. CORTES GENERAL HOSPITAL, INC
10.3358297,123.9526901	AMOSUP SEAMEN'S HOSPITAL - CEBU
10.3392696,123.9236374	VICENTE GULLAS MEMORIAL HOSPITAL, INC.
10.3415403,123.9293213	WOMENS AND CHILDRENS COMMUNITY HOSPITAL INC.
10.3654003,123.9157791	MARIA JOSEFA RECIO THERAPEUTIC CENTER, INC
10.37356,123.9144592	CEBU NORTH GENERAL HOSPITAL
10.38184,123.96801	MENDERO MEDICAL CENTER
10.5069599,123.7159195	DUMDUM MEDICAL CLINIC
10.5229101,124.0250015	DANAO MOTHER AND CHILD HOSPITAL
11.1094799,123.9750137	BOGO MEDELLIN MEDICAL CENTER
11.0314903,125.7253723	IMMACULATE CONCEPCION CLINIC AND HOSPITAL
11.03263,125.7228165	AGPALO HOSPITAL GUIUAN POLYMEDIC
11.2522402,125.5392227	OUR LADY OF GUADALUPE HOSPITAL
11.4120598,125.5413895	BACONAWA HOSPITAL
11.6111002,125.432663	BORONGAN DOCTORS HOSPITAL
12.0468063,125.4858017	DOMINGO CASANO HOSPITAL
10.3709002,124.755127	LEYTE BAPTIST HOSPITAL, INC.
10.3754311,124.7527313	VILLAFLOR'S CLINIC
10.6684027,124.8508987	BAYBAY DOCTORS HOSPITAL
10.9226198,124.4463196	LIDE PASAR HOSPITAL
11.0041504,124.6149368	OSPA FARMER'S MEDICAL CENTER
11.0049706,124.6117783	ORMOC DOCTORS HOSPITAL
11.0110798,124.6091232	CLINICA GATCHALIAN AND HOSPITAL
11.0127697,124.6059036	ORMOC MATERNITY AND CHILDREN'S HOSPITAL
11.2118797,124.9997635	REMEDIOS TRINIDAD ROMUALDEZ HOSPITAL
11.2301102,124.999321	MOTHER OF MERCY HOSPITAL
11.2367096,124.9922638	TACLOBAN DOCTORS MEDICAL CENTER
11.2414598,125.0002213	DIVINE WORD HOSPITAL
11.2439518,124.976532	CENTER FOR PSYCHOSOCIAL HEALTH CARE
12.4236670,124.6361313	LEONCIO UY MEMORIAL HOSPITAL
12.4999657,124.6405411	OUR LADY OF PEACE MEDICAL CLINIC
12.0681400,124.5662003	CALBAYOG SANITARIUM AND HOSPITAL
12.0685196,124.5963211	OUR LADY OF PORZIUNCOLA HOSPITAL, INC.
12.0780497,124.5469666	ST. CAMILLUS HOSPITAL
10.1335402,124.8436432	MAASIN MATERNITY AND CHILDREN HOSPITAL
10.3563805,125.2496338	ST. VINCENT MEDICAL CLINIC
10.3821497,124.9763565	CONSUELO K. TAN MEMORIAL MEDICAL CENTER
10.3859901,124.9838791	CORROMPIDO SPECIALTY HOSPITAL
10.3968201,125.1970673	ZENON T. LAGUMBAY MEMORIAL HOSPITAL
7.56883,124.9860229	ERMAVI HOSPITAL
7.6796999,124.9957886	DON CARLOS DOCTORS HOSPITAL
7.68151,124.9971771	SIMBULAN STO. NIÑO HOSPITAL
7.69944,125.1146469	DR. ALBERTO M. PASTOR HOSPITAL
7.7249899,125.1047897	MARAAT MEDICAL HOSPITAL
7.7274799,125.1027832	ST. ANN MEDICAL HOSPITAL
7.7308798,125.0999069	ST. CLAIRE HOSPITAL
7.7396798,124.744133	PALANGAN FAMILY AND CHILDRENS CLINIC
7.7452302,125.0001831	AZNAR MEDICAL CLINIC
7.7452302,125.0001831	MARAMAG MEDICLINIC HOSPITAL AND LABORATORY
7.7733402,125.0091629	ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL
7.7758198,125.0019684	BONGCAS HOLY CHILD HOSPITAL
7.8986101,125.0881424	MEDIDAS MEDICAL CLINIC
7.9054599,125.0943985	BUKIDNON COMMUNITY HEALTH CARE CENTER-COMMITTEE OF GERMAN DOCTORS
7.9054599,125.0943985	ESTHER HOSPITAL
7.9054599,125.0943985	VALENCIA MEDICAL HOSPITAL
7.90766,125.0925064	LA VIÑA GENERAL HOSPITAL, INC.
7.9110498,125.092041	ABELLA MIDWAY HOSPITAL
7.9122801,125.0923004	ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.
7.914666,125.092146	VALENCIA POLYMEDIC GENERAL HOSPITAL
7.9930401,125.1380615	DETECIO COMMUNITY HOSPITAL
8.1485205,125.1319122	MALAYBALAY POLYMEDIC GENERAL HOSPITAL
8.1523504,125.1294479	MALAYBALAY MEDICAL HOSPITAL
8.1550102,125.1296234	ST. JUDE THADDEUS GENERAL HOSPITAL
8.1600399,125.121727	BETHEL BAPTIST HOSPITAL, INC.
8.3253498,124.8168793	PHILLIPS MEMORIAL HOSPITAL
8.33494,124.9762573	KISOLON EMERGENCY HOSPITAL
7.90137,123.7703476	DELBERT JON'S HOSPITAL
7.9227099,123.7711182	ASENTISTA DOCTORS HOSPITAL AND LABORATORY
7.9229102,123.7762375	MARANDING COMMUNITY HOSPITAL
7.9235902,123.7714615	GOZO COMMUNITY HOSPITAL
7.9266801,123.7729797	BONTILAO COUNTRY HOSPITAL
8.0418196,123.7999573	TUBOD COMMUNITY HOSPITAL
8.1888199,124.0186462	ANDOT MEDICAL CLINIC
8.20825,124.2404099	MERCY COMMUNITY HOSPITAL INC
8.2255201,124.2427826	ST. MARYS MATERNITY AND CHILDRENS HOSPITAL, INC
8.2305698,124.2370987	DR. UY HOSPITAL INC
8.2305698,124.2370987	E & R HOSPITAL AND PHARMACY
8.23067,124.2493668	ILIGAN MEDICAL CENTER HOSPITAL
8.2403803,124.2432327	ADVENTIST MEDICAL CENTER - ILIGAN CITY, INC.
8.0511999,123.6165619	CLINICA OZARAGA
8.0641298,123.7481384	ARUELO GENERAL HOSPITAL
8.0641603,123.74823	SAINT VINCENT HOSPITAL
8.1443501,123.8361664	MISAMIS COMMUNITY HOSPITAL
8.1456099,123.8440781	OZAMIS CITY SAINT JOSEPH GENERAL HOSPITAL
8.1456499,123.8486099	MEDINA GENERAL HOSPITAL
8.1469402,123.8184967	MISAMIS UNIVERSITY MEDICAL CENTER
8.1504498,123.8416672	FAITH HOSPITAL
8.2053204,123.8543472	OLEGARIO GENERAL HOSPITAL
8.2210598,123.8525391	REVELO MEDICAL CLINIC
8.2855797,123.8424072	DRAZEN COMMUNITY HOSPITAL
8.3345098,123.8404922	UY MEDICAL CLINIC
8.4183397,123.8120804	R AND L MEDICAL CLINIC
8.4795103,123.800087	DIGNUM FOUNDATION HOSPITAL, INC.
8.4867401,123.8037491	OROQUIETA COMMUNITY HOSPITAL
8.4939699,123.7960663	TAMOLA-TAN MEDICAL HOSPITAL
8.5530596,123.766922	SUSANO UY MEMORIAL HOSPITAL, INC.
8.5898504,123.7366486	TANHO MEDICAL CLINIC
8.61607,123.71622	ST. AUGUSTINE HOSPITAL
8.4655104,124.6651611	MARIA REYNA-XAVIER UNIVERSITY HOSPITAL INC.
8.4677896,124.7939529	PUERTO COMMUNITY HOSPITAL
8.47621,124.64212	CAGAYAN DE ORO MATERNITY CHILDRENS HOSPITAL AND PUERICULTURE CENTER
8.4777803,124.6313095	MADONNA AND CHILD HOSPITAL
8.47915,124.67249	CAPITOL UNIVERSITY MEDICAL CITY FOUNDATION INC
8.48248,124.64556	CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL
8.48592,124.6470413	CAGAYAN DE ORO MEDICAL CENTER
8.4859896,124.6481094	SABAL HOSPITAL INC
8.4957104,124.6358337	CAGAYAN DE ORO POLYMEDIC MEDICAL PLAZA
8.5021095,124.7808075	DEL MONTE BUGO CLINIC
8.5506201,124.7656021	TAGOLOAN POLYMEDIC GENERAL HOSPITAL
8.7596502,124.7816696	ROA MEDICAL CLINIC
8.82330,125.10440	GINGOOG SANITARIUM HOSPITAL
8.8233805,125.0969086	LIPUNAN HOSPITAL INC
8.8598003,124.7958069	ROA MEDICAL CLINIC - SALAY
7.3599,125.8581314	ALABA EMERGENCY CLINIC AND HOSPITAL
7.5098701,125.9337692	FLORDELIZ MEDICAL CLINIC AND HOSPITAL
7.5098701,125.9337692	MAWAB MEDICAL CLINIC AND HOSPITAL
7.6012802,125.9664764	MIGUEL O. CABRERA SR. MEMORIAL HOSPITAL CORPORATION
7.6035199,125.9680099	NABUNTURAN DOCTORS HOSPITAL INC
7.6711998,126.0855865	SAINT JAMES HOSPITAL AND MEDICAL CLINIC
7.6722002,126.0864792	AACUACOR HEALTH CARE AND HOSPITAL
7.1331501,125.6883469	IGACOS GENERAL HOSPITAL, INC.
7.3064299,125.6826401	CARMELITE HOSPITAL
7.3080301,125.6740799	PANABO POLYMEDIC HOSPITAL
7.3080301,125.6740799	ZAFRA MEDICAL CLINIC AND HOSPITAL
7.3101101,125.6825104	GOOD SHEPHERD HOSPITAL, INC.
7.3176298,125.7236633	CARMEN MEDICAL CLINIC AND HOSPITAL
7.3214598,125.674942	CAINGLET MEDICAL HOSPITAL, INC.
7.3214598,125.674942	SOMOSO GENERAL HOSPITAL, INCORPORATED
7.3264999,125.6792908	RIVERA MEDICAL CENTER, INC.
7.3948898,125.5261383	TADECO HOSPITAL
7.4324002,125.7961502	MEDICAL MISSION GROUP OF HOSPITAL AND HEALTH SERVICES COOPERATIVE OF TAGUM CITY
7.4390001,125.8037109	TAGUM DOCTORS HOSPITAL
7.4472899,125.8129578	BISHOP JOSEPH REAGAN MEMORIAL HOSPITAL
7.448,125.8026505	UNITED DOCTOR'S HOSPITAL OF TAGUM INCORPORATED
7.51018,125.6749878	BUNGABONG-SANICO MEDICAL CLINIC AND MATERNITY HOSPITAL
7.5134101,125.587677	MARSMAN ESTATE PLANTATION, INC. MEDICAL CLINIC AND HOSPITAL
7.52527,125.6298218	ESPIRITU MEDICAL CLINIC AND HOSPITAL
7.52527,125.6298218	ESTELA MEDICAL CLINIC AND PHARMACY
7.5277901,125.6234512	MATUTES MEDICAL CLINIC AND HOSPITAL
7.5856099,125.7059097	ALEGRE MEDICAL CLINIC
7.62676,125.7213135	SALOMON MANGILET MATERNITY AND MEDICAL CLINIC
6.4120402,125.6011276	PAZZU MEDICAL CLINIC
6.4120402,125.6011276	GIG OCA ROBLES SEAMEN'S HOSPITAL - DAVAO
6.5539999,125.473877	MALATE MEDICAL CLINIC LABORATORY
6.5539999,125.473877	SAN PEDRO HOSPITAL OF DAVAO CITY INC.
6.5539999,125.473877	SULOP MEDICAL CLINIC
6.5819302,125.4041519	LLANOS MEDICAL CLINIC
6.5819302,125.4041519	COMMUNITY HEALTH DEVELOPMENT COOPERATIVE HOSPITAL
6.5819302,125.4041519	SINAWILAN CLINIC AND HOSPITAL
6.5952702,125.4049606	RALOTA-LAGRADA MEDICAL CLINIC
6.5977602,125.3448715	DOMINICAN HOSPITAL, INC.
6.6033101,125.3457489	SUNGA HOSPITAL
6.66048,125.3233566	BANSALAN MEDICAL CLINIC
6.66048,125.3233566	BENDIJO HOSPITAL
6.6638098,125.3410416	ST. FELIX MEDICAL HOSPITAL, INCORPORATED
6.6638098,125.3410416	SOUTH DAVAO MEDICAL SPECIALISTS HOSPITAL, INC.
6.6879001,125.3288803	CLINICA STA. TERESA
6.6879001,125.3288803	JOSE J. GOLINGAY MEDICAL CENTER INC.
6.70297,125.3611069	BROKENSHIRE INTEGRATED HEALTH MINISTRIES INC
6.7418399,125.3551865	TIBUNGCO DOSTORS HOSPITAL
6.7427902,125.3233566	PAULINO HOSPITAL
6.7427902,125.3553696	PAULITO MONTERO CLINIC
6.7567301,125.354248	GONZALES MARANAN MEDICAL CENTER, INC.
6.7574201,125.3522568	DR. LORENZO B. PRINCIPE CLINIC AND DRUGSTORE, INC.
6.7612801,125.3539581	MABAMA DOCTORS HOSPITAL
6.7622299,125.3441467	MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF DAVAO CITY
6.7639198,125.3550262	DIONES HOSPITAL
6.77211,125.3521881	HOLY SPIRIT COMMUNITY HOSPITAL OF DAVAO, INORPORATED
6.7733998,125.2283401	PIMENTEL MEDICAL CLINIC
6.7733998,125.2283401	ZARSONA MEDICAL CLINIC
6.7733998,125.2283401	PINEDA-AQUINO MEDICAL CLINIC
6.7733998,125.2283401	BARON-YEE HOSPITAL
6.7733998,125.2283401	CEREVILLE MEDICAL CLINIC
6.8358402,125.4138718	CLINICA E.V. FELICIANO
7.0102501,125.5053329	CENTENO MEDICAL SPECIALISTS HOSPITAL INC
7.0237498,125.5016327	MASONGSONG CLINIC
7.0237498,125.5016327	MALTA MEDICAL CENTER, INC.
7.0448399,125.5324097	ST. JOHN HOSPITAL OF THE CROSS HOSPITAL
7.0606098,125.5554733	DAVAO DOCTORS HOSPITAL
7.0651398,125.6053619	CURE PHILIPPINES, INC.
7.0651398,125.6053619	DELA CERNA MEDICAL CLINIC
7.0704498,125.6070480	RICARDO LIMSO MEDICAL CENTER, INC.
7.0707798,125.6044464	DAVAO MEDICAL SCHOOL FOUNDATION HOSPITAL
7.0722699,125.6071701	PASC MEDICAL CLINIC AND HOSPITAL
7.0728102,125.623558	METRO DAVAO MEDICAL AND RESEARCH CENTER, INCORPORATED
7.0741601,125.5972672	BUDA COMMUNITY HEALTH CARE CENTER
7.0784602,125.6150665	SAROMA HOSPITAL
7.0854301,125.6069107	DAVAO MEDIQUEST HOSPITAL
7.08686,125.63189	ALTERADO GENERAL HOSPITAL
7.0868602,125.6318893	ANDA REVIEW MEDICAL CENTER
7.08921,125.5049591	ISAAC T. ROBILLO MEMORIAL HOSPITAL
7.0949101,125.6370468	GONZALES MARANAN MEDICAL CENTER INCORPORATED GUIHING SATELLITE
7.1652598,125.5758591	DIGOS DOCTORS' HOSPITAL, INC.
7.1778998,125.4667435	J. HAGONOY MEDICAL CLINIC
7.1877799,125.4528275	CLINICA ISAGUIRRE
7.1879902,125.4521713	CLINICA RUDINAS AND HOSPITAL
7.1882401,125.4534531	ERNESTO GUADALOPE COMMUNITY HOSPITAL
7.1900802,125.6372986	VIACRUSIS MEDICAL HOSPITAL
7.5156598,125.2309875	CARLOS P. ACOSTA CLINIC AND HOSPITAL
6.3842902,125.5815125	ESTACION MEDICAL CLINIC AND HOSPITAL
6.3842902,125.5815125	FANLO MEDICAL CLINIC
6.7733998,125.2283401	MAGTABOG GENERAL HOSPITAL
7.0174999,125.5026093	STA. MARIA MEDICAL CLINIC & HOSPITAL
7.0704498,125.607048	RODOLFO MORALES MEDICAL CLINIC
6.9602399,126.2037811	ST. CAMILLUS HOSPITAL
6.8138599,124.8622589	BIRHEN SA REGLA MEDICAL CLINIC
6.8240399,124.8948212	SORILLA MEDICAL & MATERNITY CLINIC AND HOSPITAL
6.8745999,124.8924789	SOUTH M'LANG MEDICAL CLINIC AND HOSPITAL
6.9430799,124.8763733	M'LANG DOCTORS HOSPITAL, INC.
6.9453402,124.887619	CEM MEDICAL SPECIALIST HOSPITAL
6.9460402,124.8830109	ROLDAN MEDICAL CLINIC
6.9467702,124.8780975	DR. HERMAN SORONGON SR. HOSPITAL
6.96313,125.0858231	MAKILALA MEDICAL SPECIALIST HOSPITAL, INC.
7.00419,125.0873489	UNITED DOCTORS HOSPITAL OF KIDAPAWAN, INC.
7.0072198,125.0921707	DIZON MEDICAL CLINIC AND HOSPITAL
7.0100198,125.0912933	MIDWAY HOSPITAL
7.01299,125.0892334	DR. LUIS P. MALALUAN HOSPITAL
7.0212798,125.0900192	MADONNA GENERAL HOSPITAL, INC.
7.0220098,125.0932465	KIDAPAWAN DOCTORS HOSPITAL INC.
7.0220098,125.0932465	KIDAPAWAN MEDICAL SPECIALIST CENTER, INC.
7.0243602,125.0862427	MANUEL HOSPITAL
7.04884,124.6676865	CADULONG MEDICAL CLINIC
7.04884,124.6676865	CRUZADO MEDICAL CLINIC HOSPITAL
7.0833001,124.934761	BABOL GENERAL HOSPITAL
7.1094599,124.8283463	ANULAO ST. MICHAEL MEDICAL CLINIC AND HOSPITAL
7.11759,124.816597	KABACAN MEDICAL SPECIALIST HOSPITAL, INC.
7.11759,124.816597	KABACAN POLYMEDIC COOPERATIVE HOSPITAL
7.1324902,124.5255508	DR. ROLAND P. DELA CRUZ MEMORIAL HOSPITAL
7.1883402,124.5346527	TARANGOY MEDICAL CLINIC
7.1886401,124.5365982	ANECITO T. PESANTE SR. MEMORIAL HOSPITAL, INC.
7.1891398,124.5334396	SACRED HEART MED. SPECIALIST HOSPITAL
7.1953402,124.5273895	MIDSAYAP COMMUNITY DOCTORS HOSPITAL
7.1953402,124.5273895	MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL
7.19823,124.23756	NAQUITQUITAN MEDICAL CLINIC AND HOSPITAL
7.2442498,125.0559235	ANTIPAS MEDICAL SPECIALIST HOSPITAL, INC.
7.2442899,124.5149078	MOUNT OF BLESSINGS HOSPITAL
7.1982298,124.2375793	NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY INCORPORATED
7.2207298,124.2500305	COTABATO MEDICAL SPECIALIST HOSPITAL
7.2240500,124.2467422	COTABATO PUERICULTURE CENTER AND GENERAL HOSPITAL FOUNDATION, INCORPORATED
5.9888000,124.6336670	TIBURCIO B. AQUINO MEMORIAL HOSPITAL
6.0794301,125.1519699	LABELLA HOSPITAL
6.1184301,125.1898804	SOCSARGEN COUNTY HOSPITAL
6.11904,125.16685	ST. ELIZABETH HOSPITAL, INC.
6.1202402,125.1781006	GENERAL SANTOS DOCTORS HOSPITAL, INC.
6.1283698,125.1602173	MINDANAO MEDICAL CENTER
6.1438498,125.17939	RO DIAGAN COOPERATIVE HOSPITAL
6.2179499,125.068573	HERAMIL HOSPITAL
6.22019,124.8099213	T'BOLI EVANGELICAL CLINIC AND HOSPITAL, INCORPORATED
6.2239499,125.0692062	BONTUYAN MEDICAL HOSPITAL INC.
6.2459898,125.0946198	HOWARD HUBBARD MEMORIAL HOSPITAL
6.3305802,124.9522629	DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL
6.3674698,124.7331619	SURALLAH COMMUNITY HOSPITAL
6.3717999,124.7490387	LARIOSA CLINIC AND HOSPITAL
6.37398,124.7461395	LANDERO CLINIC AND HOSPITAL
6.4115801,124.8353271	JANUARIA MARCIAL MEMORIAL HOSPITAL
6.41641,124.6791992	DR. ERVIN B. LUNTAO FAMILY CLINIC AND HOSPITAL
6.41641,124.6791992	ST. JUDE CLINIC AND HOSPITAL
6.4367599,124.6742096	ZMK DOCTORS CLINIC & HOSPITAL
6.4784999,124.8674011	ALLAH VALLEY MEDICAL SPECIALISTS CENTER INC
6.4916201,124.8452682	SOCOMEDICS MEDICAL CENTER
6.5053201,124.8370514	THE DOCTORS CLINIC AND HOSPITAL, INC.
6.5215402,124.664917	CLINICA LUNTAO AND HOSPITAL
6.6280298,124.6127472	MATIAS CLINIC AND HOSPITAL
6.62959,124.598793	HOLY NAZARENE CLINIC AND HOSPITAL
6.63134,124.5991592	GALINATO FAMILY CLINIC AND HOSPITAL
6.6334701,124.0702591	LEBAK DOCTOR'S HOSPITAL
6.6334701,124.0702591	LEBAK FAMILY DOCTORS HOSPITAL
6.6374202,124.5990677	ISULAN DOCTORS SPECIALIST CENTER INC
6.67869,124.6671371	ST. LOUIS HOSPITAL (FORMERLY ST. LOUIS MEDICAL CLINIC AND HOSPITAL)
6.6844001,124.564209	DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL AND COLLEGE FOUNDATION, INC.
6.6851602,124.6690216	QUIJANO CLINIC AND HOSPITAL INCORPORATED
6.68574,124.6767426	JACALAN HOSPITAL
6.6876602,124.6787109	SULTAN KUDARAT MEDICAL SPECIALIST CENTER, INC.
6.6881199,124.6789932	TOMBOC-SALAYOG HOSPITAL
6.6891999,124.6804581	LU CLINIC AND HOSPITAL
6.6893201,124.6741104	SULTAN KUDARAT DOCTORS HOSPITAL INC
6.6900902,124.682663	VALDEZ MOTHER AND CHILD CLINIC & HOSPITAL
6.6939802,124.6761093	MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF TACURONG
6.69704,124.66830	AMOIL CLINIC AND HOSPITAL
6.7000699,124.5440292	OUR LADY OF HOPE MEDICAL CLINIC AND HOSPITAL
6.7144399,124.6830673	SANDIG MEDICAL CLINIC AND HOSPITAL
6.72229,124.5163422	CODILLA-RAMOS CLINIC AND HOSPITAL
6.74932,124.7221375	ROMUALDEZ-KATIKU COMMUNITY HOSPITAL
6.7975798,124.6317978	EVANGELISTA MEDICAL CLINIC AND HOSPITAL
8.94372,125.52235	BUTUAN DOCTORS HOSPITAL
8.94699,125.54073	MANUEL J. SANTOS HOSPITAL
8.94749,125.54008	CARAGA HOSPITAL AND INFANT CARE LYING-IN CENTER
8.94806,125.54458	BUTUAN PUERICULTURE CENTER
8.95114,125.53594	HOLY CHILD COLLEGES OF BUTUAN HOSPITAL, INC.
9.01827,125.51861	CLINICA JESUS NAZARENO
9.02354,125.51783	ST. JOSEPH MEDICAL CLINIC
9.1150999,125.5273438	DUAY HOSPITAL
9.12188,125.53242	ST. ANNE CLINIC
8.0443897,126.063179	RICO MEDICAL CLINIC AND HOSPITAL
8.0489597,126.0623093	FRANCO CLINIC AND HOSPITAL
8.1758404,125.9938736	UNITED DOCTORS MEDICAL CLINIC
8.17930,125.99970	PHILSAGA MINING HOSPITAL
8.71425,125.74818	BAYUGAN J. M. YAP STO. NIÑO HOSPITAL
8.71550,125.74850	NEW BAYUGAN MEDICAL HOSPITAL
9.78153,125.48615	SURIGAO MEDICAL CENTER INC
9.78189,125.48604	MIRANDA FAMILY HOSPITAL
9.78398,125.49112	GRACE-CHRISTIAN CLINIC AND HOSPITAL
8.18256,126.3581772	ST. VINCENT DE PAUL COLLEGE MATERNITY AND GENERAL HOSPITAL
8.2123299,126.3157425	ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE
9.26527,125.96607	CARLITO O. ALVIZO MEDICAL AND CHILDREN'S CLINIC
9.33554,125.97367	ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.
	
	

